# A 12-vector representing the current configuration of the robot
# 	3 variables for the chassis configuration (theta, x, y)
# 	5 variables for the arm configuration (J1, J2, J3, J4, J5)
# 	and 4 variables for the wheel angles (W1, W2, W3, W4)
0.60021101,-0.00027301,4.951e-05,-0.00201724,-0.33734975,-0.71547032,-0.50023188,1.607e-05,-0.00997083,0.0016615,-0.00655032,-0.00175901,0.0
0.60219404,-0.00258279,0.00069255,-0.02209029,-0.21726873,-0.87025506,-0.46605002,0.00017182,-0.09715404,0.02395858,-0.06158751,-0.01160794,0.0
0.60392369,-0.00434977,0.00143056,-0.04194664,-0.10588403,-0.99633204,-0.45188344,0.00031841,-0.16689307,0.05004641,-0.10328802,-0.01355863,0.0
0.60538122,-0.0057433,0.00212856,-0.0615486,-0.00051578,-1.10030579,-0.45380685,0.00045561,-0.22325555,0.07484457,-0.13602322,-0.01238774,0.0
0.60655679,-0.00684947,0.00271738,-0.08086787,0.10022872,-1.1857634,-0.4696253,0.00058323,-0.26831787,0.09574432,-0.16202882,-0.0105447,0.0
0.60744551,-0.00772115,0.00315555,-0.09988172,0.19697469,-1.25474648,-0.49792186,0.00070116,-0.30337686,0.11118166,-0.18268122,-0.00951395,0.0
0.60804582,-0.0083956,0.00341584,-0.11857126,0.28983895,-1.30845448,-0.53761347,0.00080934,-0.32937677,0.12012654,-0.19894974,-0.01030048,0.0
0.60835884,-0.00890194,0.00347934,-0.13692086,0.37857921,-1.3476239,-0.58772453,0.00090964,-0.34708631,0.12186781,-0.21158503,-0.01363345,0.0
0.60838762,-0.00926427,0.00333267,-0.15491727,0.46268021,-1.37270323,-0.64728353,0.00099821,-0.35717016,0.115903,-0.22120231,-0.02006484,0.0
0.60813732,-0.00950393,0.00296669,-0.17255005,0.54146681,-1.38405066,-0.71526601,0.00107963,-0.36024535,0.10189119,-0.22833491,-0.03001923,0.0
0.60761461,-0.00964028,0.00237528,-0.18981075,0.61415963,-1.38194359,-0.79061766,0.00115491,-0.3568955,0.07960657,-0.23345819,-0.0438307,0.0
0.60682773,-0.00969183,0.00155467,-0.20669297,0.67995253,-1.36662664,-0.87229048,0.00122498,-0.34769791,0.04891207,-0.23701643,-0.06176936,0.0
0.60578655,-0.00967719,0.00050298,-0.22319266,0.73807852,-1.3383235,-0.95930724,0.00129487,-0.333252,0.00973927,-0.23944877,-0.08406389,0.0
0.60450255,-0.009616,-0.00078061,-0.23930779,0.7878274,-1.29717107,-1.05082773,0.00136617,-0.31420177,-0.03793835,-0.24121295,-0.1109271,0.0
0.60298872,-0.00953006,-0.00229653,-0.25503812,0.82851293,-1.24310144,-1.14618367,0.00141914,-0.29126134,-0.09413718,-0.24281267,-0.14258577,0.0
0.60126122,-0.0094453,-0.00404449,-0.27038752,0.85954223,-1.1759127,-1.24499815,0.00145969,-0.26529339,-0.15884975,-0.24484843,-0.17929462,0.0
0.59933989,-0.00939439,-0.00602461,-0.28536406,0.88030059,-1.09504328,-1.34726282,0.00150319,-0.23738095,-0.23209087,-0.24808155,-0.22139025,0.0
0.59724932,-0.00942145,-0.00823941,-0.29998085,0.88994116,-0.99922602,-1.45337277,0.00153973,-0.20896169,-0.31397588,-0.25355147,-0.26938608,0.0
0.59502357,-0.00959329,-0.01069618,-0.31426106,0.8871886,-0.88614592,-1.5643424,0.00156152,-0.18218421,-0.40481888,-0.2628547,-0.32414839,0.0
0.59271666,-0.01002712,-0.01341417,-0.32824845,0.86983027,-0.75155445,-1.68222546,0.00157433,-0.16075985,-0.50542004,-0.27882663,-0.38735324,0.0
0.59043381,-0.01097513,-0.01644728,-0.34203847,0.83346459,-0.58716922,-1.81093438,0.00158606,-0.15255599,-0.61797664,-0.30762914,-0.4629035,0.0
0.58846303,-0.01318011,-0.01997906,-0.35590977,0.76830154,-0.37603919,-1.95757367,0.00158153,-0.18049095,-0.74988226,-0.36751143,-0.56286179,0.0
0.58801731,-0.01984155,-0.02483563,-0.37106661,0.66374208,-0.11440035,-2.11537142,0.00157593,-0.34299609,-0.93418528,-0.53724222,-0.73993916,0.0
0.59027282,-0.03354946,-0.03150415,-0.38867678,0.60998887,-0.00947421,-2.16724249,0.00155368,-0.72282859,-1.19024079,-0.88051178,-1.03255762,0.0
0.59308152,-0.0479511,-0.0380902,-0.40658453,0.5983192,-0.0006399,-2.16515576,0.00152966,-1.12859558,-1.4424469,-1.24074808,-1.33029441,0.0
0.59612602,-0.06217905,-0.04436028,-0.42446506,0.59036885,-1.47e-06,-2.15856537,0.00148824,-1.53378398,-1.68140186,-1.59658356,-1.61860231,0.0
0.59939776,-0.07622606,-0.05032059,-0.44230306,0.58257367,2.451e-05,-2.15162779,0.00145296,-1.93807215,-1.90724616,-1.94783524,-1.89748312,0.0
0.60287874,-0.09006552,-0.05597381,-0.46007409,0.57470113,3.65e-05,-2.14456832,0.00139905,-2.3405076,-2.11999698,-2.29384194,-2.1666627,0.0
0.60656207,-0.10369794,-0.06132853,-0.47776536,0.56670129,2.41e-05,-2.13742946,0.00134175,-2.74097708,-2.31991503,-2.63460267,-2.42628956,0.0
